key,n,row_ratio,nd_approx,dup_ratio,avg_len,med_len,max_len,multi_ratio,yes_no_ratio,numeric_ratio,url_ratio,phone_ratio,qid_ratio,upper_ratio,non_ascii_ratio,long_ratio,token_ratio,min_level,med_level
name:1995-2010,1,0.0,1,0.0,18.0,18.0,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,14.0
silver,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
palec,1,0.0,1,0.0,12.0,12.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0
priority_postbox,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,7.0
homeless_shelter:lodging,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
old_operator:1922-2020,1,0.0,1,0.0,44.0,44.0,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,14,14.0
wikipedia:is,1,0.0,1,0.0,21.0,21.0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11,11.0
facility:transfusion,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
geonames:feature_class,1,0.0,1,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,6.0
payment:WU_Money_Transfer,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
amenity:2020-2023,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
special_parking,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
burger:opening_hours,1,0.0,1,0.0,92.0,92.0,92,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12,12.0
fuel:GAZ,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
precio,1,0.0,1,0.0,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,6.0
ref:pin,1,0.0,1,0.0,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
shower:unisex,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4.0
lamp:repair,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
fitness_room,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
sidecar,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
sells:handbags,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
ref:dollartree,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
access:de_facto,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
digital_projection,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
clothes:-2015,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
barefoot,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0
amenity:2016-2020,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
removed:payment:coins,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
gtfs:stop_id:US-WA-KCM,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
golf:fee,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
charging_station:capacity:bicycle,1,0.0,1,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
drink:lager,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
was:name:fa,1,0.0,1,0.0,20.0,20.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,12.0
service:electrical,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
payment:bambora,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
electronics:design,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
name:2001-2007,1,0.0,1,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,14.0
opening_hours:permits,1,0.0,1,0.0,35.0,35.0,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
service:leather_working,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
ski:skitouring,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
disused:service:vehicle:painting,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
Lokali,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
cable tv,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
currency:dot,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
full_name:lt,1,0.0,1,0.0,53.0,53.0,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6,6.0
service_online,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
not:operator:ref:inn,1,0.0,1,0.0,11.0,11.0,11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13,13.0
stop_layers,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14.0
readable,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
recycling:sawdust,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
name:gup,1,0.0,1,0.0,12.0,12.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
payment:travel_vouchers,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
drink:electrolyte,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
payment:the_fuel_company,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
POSUI,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
ref:aladin,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3.0
elevator:mirror:wheelchair,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
start_date:post_office,1,0.0,1,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,12.0
capacity:free:hourly:fall:We,1,0.0,1,0.0,71.0,71.0,71,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14,14.0
food:okonomiyaki,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
health_specialty:examination,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
diet:ちゃんぽん,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
collection_times:parcel,1,0.0,1,0.0,29.0,29.0,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,8.0
phone:customer_service,1,0.0,1,0.0,16.0,16.0,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,12.0
operator:guidepost,1,0.0,1,0.0,22.0,22.0,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9,9.0
viewpoint:wheelchair,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
head_doctor,1,0.0,1,0.0,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,11.0
payment:trueques,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
note:surface,1,0.0,1,0.0,19.0,19.0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,9.0
health_specialty:cardiovascular_surgery,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
service:vehicle:agence,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
tiger:ALAND,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
source:GNSdata,1,0.0,1,0.0,45.0,45.0,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11,11.0
fuel:Synergy_Euro_Ongelood_95,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
reservation:deposit,1,0.0,1,0.0,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
service:treasury:opening_hours,1,0.0,1,0.0,17.0,17.0,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
access:goods,1,0.0,1,0.0,18.0,18.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15.0
source:suspended_food,1,0.0,1,0.0,36.0,36.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
phone:fishing_manager,1,0.0,1,0.0,17.0,17.0,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,6.0
phone:sporting_clays_pro_shop,1,0.0,1,0.0,17.0,17.0,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,6.0
kenyan_airport_code,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,5.0
water_treatment,1,0.0,1,0.0,12.0,12.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
kyc,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
uniPav,1,0.0,1,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
contact:rdvdentiste,1,0.0,1,0.0,51.0,51.0,51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8,8.0
Fédération,1,0.0,1,0.0,14.0,14.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,9.0
shop:2014-2018,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
opening_hours:opd,1,0.0,1,0.0,17.0,17.0,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
leisure:--2010,1,0.0,1,0.0,16.0,16.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
topic:land,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
brewery:Weißbier,1,0.0,1,0.0,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,14.0
closure,1,0.0,1,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
goods:electrics,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
date:shrine,1,0.0,1,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
honorary,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
removed:payment:others,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
drive_through:note,1,0.0,1,0.0,44.0,44.0,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13,13.0
is_in:canton,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,6.0
service:bicycle:singlespeed_bikes,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
procurement,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
ref:MoHMW,1,0.0,1,0.0,8.0,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,4.0
smokehouse,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
admin_leve,1,0.0,1,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
recycling:pillow,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
mandal,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,9.0
health_specialty:paediatric_nephrology,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
old_name:1999..2024-01-03,1,0.0,1,0.0,14.0,14.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
maxstay:hgv,1,0.0,1,0.0,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
post_box:count,1,0.0,1,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
service:bicycle:demo,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
was:tower:construction,1,0.0,1,0.0,12.0,12.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3.0
payment:aein_itish,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
recycling:mercerie,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
removed:smoking,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
contact:phone:IL,1,0.0,1,0.0,13.0,13.0,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,9.0
Windmill,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,6.0
check_date:payment:lightning_contactless,1,0.0,1,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,15.0
ref:office_depot,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,7.0
socket:cee:voltage,1,0.0,1,0.0,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
board_type:direction:NE,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
fuel:co2,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,7.0
qso,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,6.0
ref:PUDO,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
service:vehicle:stand,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
drink:icee,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,7.0
ref:dbs,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.0
currency:SQS,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
motorcycle:helmets,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
payment:axegaz,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
rental:office,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
note:socket:type2_cable:output,1,0.0,1,0.0,70.0,70.0,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,9.0
wayside_shrine:material,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
old_name:2019--2020-12-31,1,0.0,1,0.0,14.0,14.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
map_creator:wikidata,1,0.0,1,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11,11.0
name:2011-2024,1,0.0,1,0.0,20.0,20.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11,11.0
drink:lemonade:homemade,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
power_1,1,0.0,1,0.0,38.0,38.0,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15,15.0
description:year,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
currency:scellini,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
pallets,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
cinema:posters,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
funcionality,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
gourmet,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
recycling:oil_toxic_residues,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
wikipedia:ta,1,0.0,1,0.0,27.0,27.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,11.0
takeaway:cuisine,1,0.0,1,0.0,11.0,11.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
old_name:1994-2006,1,0.0,1,0.0,24.0,24.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
payment:financing_guide,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
ref:sn,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
addr:street_4,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
highest_summit,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
name:1994-2021,1,0.0,1,0.0,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13,13.0
ref:Utile,1,0.0,1,0.0,17.0,17.0,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13,13.0
recycling:christmas_lights,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
roof:orientation:compass,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,14.0
fax:AR,1,0.0,1,0.0,12.0,12.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,10.0
passenger_car,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
nms_class,1,0.0,1,0.0,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,9.0
payment:petrol_plus,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
alt_street,1,0.0,1,0.0,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.0
name:ryu,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,14.0
direction_south:2:osmc:symbol,1,0.0,1,0.0,50.0,50.0,50,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13,13.0
addr:hamlet:si,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4.0
payment:liquidbtc,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
cinema:sound:1,1,0.0,1,0.0,20.0,20.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.0
electronics_repair:brand,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
phone_administration,1,0.0,1,0.0,12.0,12.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,7.0
region:left,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.0
food:crackers,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
service:bicycle:ebike:opening_hours,1,0.0,1,0.0,34.0,34.0,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,9.0
addr:uls,1,0.0,1,0.0,8.0,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14,14.0
fee:90min,1,0.0,1,0.0,43.0,43.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,13.0
dishwasher:rental,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
payment:payfast,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
language:mn,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
charging_station:mobile_phones,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16.0
cot,1,0.0,1,0.0,44.0,44.0,44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14,14.0
old_shop1,1,0.0,1,0.0,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
scuba_diving:ice,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
contact:fler,1,0.0,1,0.0,31.0,31.0,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12.0
opening_hours:gelateria,1,0.0,1,0.0,33.0,33.0,33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
wholesale:phone,1,0.0,1,0.0,14.0,14.0,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,12.0
