key_group,distinct_keys,n,pair_share
access_control,1,3,0.0
bus_lanes,1,3,0.0
remarks,1,3,0.0
vandalism,1,3,0.0
waiter,1,3,0.0
clothing-optional,1,3,0.0
copyright,1,3,0.0
sightseeingtour,1,3,0.0
region:*,2,3,0.0
eliquidjuice,1,3,0.0
marker_text,1,3,0.0
signed_direction,1,3,0.0
second_date,1,3,0.0
board_type:*,3,3,0.0
old_ref_1,1,3,0.0
sube,1,3,0.0
สินค้า,1,3,0.0
mobility_scooter:*,2,3,0.0
education_program:*,3,3,0.0
bait:*,3,3,0.0
motorboat:*,1,3,0.0
luxury,1,3,0.0
buildt,1,3,0.0
dumpster_diving:*,1,3,0.0
dinghy,1,3,0.0
suppressed:*,1,3,0.0
parcel,1,3,0.0
courier:*,1,3,0.0
subdistrict,1,3,0.0
first_aid:*,1,3,0.0
seat:*,1,3,0.0
lamps,1,3,0.0
cnmlbh:*,1,3,0.0
toy_library:*,1,3,0.0
damage_restoration:*,3,3,0.0
room_nr,1,3,0.0
leisure1,1,3,0.0
hazmat:*,3,3,0.0
stargazing-capable,1,3,0.0
stands:*,2,3,0.0
internal,1,3,0.0
postbox:*,2,3,0.0
hauteur,1,3,0.0
constructed,1,3,0.0
tipo de animal,1,3,0.0
commemoration,1,3,0.0
religious_title,1,3,0.0
patron_day,1,3,0.0
heating_pumps:*,1,3,0.0
house:*,2,3,0.0
mc:*,3,3,0.0
waterpoint_type,1,3,0.0
lighting:*,3,3,0.0
test:*,1,3,0.0
investitors,1,3,0.0
sailboat,1,3,0.0
prayer_times:*,2,3,0.0
colonia,1,3,0.0
check_data,1,3,0.0
alt_name2:*,2,3,0.0
labor_camp,1,3,0.0
road_sign,1,3,0.0
fastpass_plus,1,3,0.0
radiator:*,2,3,0.0
geothermal,1,3,0.0
classrooms,1,3,0.0
registration:*,3,3,0.0
pawnbroker:*,1,3,0.0
flight_school:*,2,3,0.0
windshield,1,3,0.0
industrial:*,3,3,0.0
source_gps,1,3,0.0
rock_art_type,1,3,0.0
alternate,1,3,0.0
put_in,1,3,0.0
oktmo:*,1,3,0.0
renovation:*,2,3,0.0
hudson_bike_share:*,1,3,0.0
al:*,1,3,0.0
machine_tool:*,3,3,0.0
artist_name_1,1,3,0.0
air,1,3,0.0
Poblacion,1,3,0.0
hdop,1,3,0.0
windmill,1,3,0.0
cash_register:*,1,3,0.0
book_condition,1,3,0.0
swingerclub,1,3,0.0
principal,1,3,0.0
instruments,1,3,0.0
missing_sign,1,3,0.0
dab,1,3,0.0
general_interest,1,3,0.0
top_up,1,3,0.0
opening_season,1,3,0.0
en:*,2,3,0.0
snowplowing,1,3,0.0
opera,1,3,0.0
refrigerator:*,1,3,0.0
video_rental,1,3,0.0
UNESCO POI'S,1,3,0.0
last_eruption,1,3,0.0
identifiable_factor:*,3,3,0.0
snr:*,1,3,0.0
workhouse:*,3,3,0.0
gambling:*,3,3,0.0
small_craft_facility:*,1,3,0.0
medical_imaging,1,3,0.0
common_name,1,3,0.0
map_provider,1,3,0.0
belts,1,3,0.0
poste_restante,1,3,0.0
propane,1,3,0.0
roof_terrace,1,3,0.0
playing_hours,1,3,0.0
mondir,1,3,0.0
jimjilbang,1,3,0.0
SSR-OBJID,1,3,0.0
local_food,1,3,0.0
sewing:*,1,3,0.0
bearproof,1,3,0.0
manned,1,3,0.0
art_registry:*,1,3,0.0
mri,1,3,0.0
po_boxes,1,3,0.0
islamic_banking,1,3,0.0
pk:*,1,3,0.0
administrator,1,3,0.0
bedrooms,1,3,0.0
name_alt:*,1,3,0.0
material_2,1,3,0.0
cycle,1,3,0.0
circumference:*,2,3,0.0
sidewalk:*,2,3,0.0
airmark,1,3,0.0
map_location,1,3,0.0
winetasting,1,3,0.0
university:*,2,3,0.0
temple:*,1,3,0.0
sledge:*,1,3,0.0
horse:*,3,3,0.0
cannons,1,3,0.0
bank_statements,1,3,0.0
pre_order,1,3,0.0
coop:*,1,3,0.0
shrubbery:*,1,3,0.0
audio_guide,1,3,0.0
special,1,3,0.0
popup,1,3,0.0
heritage_trail:*,1,3,0.0
car_type,1,3,0.0
max_time,1,3,0.0
post_code,1,3,0.0
entertainer,1,3,0.0
pumps,1,3,0.0
salida,1,3,0.0
photo_booth,1,3,0.0
etymology:*,1,3,0.0
bus_ticket,1,3,0.0
ukniwm_ref,1,3,0.0
barn,1,3,0.0
patron_saint:*,2,3,0.0
access_1,1,3,0.0
parkster:*,1,3,0.0
atm_count,1,3,0.0
paddlecraft,1,3,0.0
container_count,1,3,0.0
food style,1,3,0.0
architectural_style,1,3,0.0
food_item,1,3,0.0
disc_parking,1,3,0.0
lock_type,1,3,0.0
audiologist,1,3,0.0
KST:*,1,3,0.0
reusable_cup:*,2,3,0.0
national_protection,1,3,0.0
dimensions,1,3,0.0
COMMENTS,1,3,0.0
ski_resort,1,3,0.0
dismantled:*,3,3,0.0
cigar_bar,1,3,0.0
caption,1,3,0.0
適合避難弱者安置,1,3,0.0
driving_school:*,3,3,0.0
equipment_rental:*,1,3,0.0
rail,1,2,0.0
stećak_necropolis,1,2,0.0
cooking_type,1,2,0.0
private_practice,1,2,0.0
winter_shelter,1,2,0.0
stamp,1,2,0.0
Bing,1,2,0.0
weather,1,2,0.0
forestry,1,2,0.0
text5,1,2,0.0
bathrooms,1,2,0.0
admin_district,1,2,0.0
LOCNUM,1,2,0.0
ogr_pkid,1,2,0.0
concert,1,2,0.0
LIC_ID,1,2,0.0
ALLSTRUC,1,2,0.0
lanyard,1,2,0.0
by_night,1,2,0.0
authorization:*,2,2,0.0
parking_1,1,2,0.0
bat,1,2,0.0
step,1,2,0.0
erected_in,1,2,0.0
emergency_access_point:*,1,2,0.0
legal:*,2,2,0.0
puzzles,1,2,0.0
meal:*,2,2,0.0
photocopier:*,1,2,0.0
degustation,1,2,0.0
bsp,1,2,0.0
boundary_level,1,2,0.0
part:*,2,2,0.0
beer_1,1,2,0.0
Fumat,1,2,0.0
collect,1,2,0.0
experiment:*,1,2,0.0
valet_parking,1,2,0.0
rel,1,2,0.0
electric_hand_dryer:*,1,2,0.0
smoking_area,1,2,0.0
ehl:*,1,2,0.0
Purok,1,2,0.0
letter_boxes,1,2,0.0
dishes,1,2,0.0
nautical,1,2,0.0
current:*,2,2,0.0
edible_oil:*,2,2,0.0
attendant,1,2,0.0
fut_name,1,2,0.0
reclined,1,2,0.0
rampDisability,1,2,0.0
hot_tub:*,2,2,0.0
laminate,1,2,0.0
meditation,1,2,0.0
letting_agent,1,2,0.0
rugby,1,2,0.0
cliff,1,2,0.0
reliquary,1,2,0.0
reusable_cup,1,2,0.0
map_style,1,2,0.0
estd:*,1,2,0.0
kiosk:*,2,2,0.0
image14,1,2,0.0
image13,1,2,0.0
holiday,1,2,0.0
restart_date,1,2,0.0
_Descrip_,1,2,0.0
ohm:*,1,2,0.0
waypoint:*,2,2,0.0
section_marker,1,2,0.0
ric:*,1,2,0.0
remains,1,2,0.0
service_charge,1,2,0.0
fence_station:*,1,2,0.0
buoy,1,2,0.0
vereda,1,2,0.0
tfn,1,2,0.0
visible_name,1,2,0.0
candles:*,1,2,0.0
artefacts.co.za,1,2,0.0
medical_service,1,2,0.0
educprio,1,2,0.0
for:*,1,2,0.0
circle_bench:*,1,2,0.0
hsmaq:*,2,2,0.0
Notes,1,2,0.0
sailboat:*,1,2,0.0
Sightseeing,1,2,0.0
pumping_station,1,2,0.0
kiln:*,1,2,0.0
grinding_mill:*,2,2,0.0
last_fhrs_date,1,2,0.0
internet_buying,1,2,0.0
miniature_golf:*,2,2,0.0
free_house,1,2,0.0
inscription4,1,2,0.0
cannery,1,2,0.0
arboretum,1,2,0.0
nhcp:*,1,2,0.0
popcorn,1,2,0.0
pub:*,2,2,0.0
coronaquarantine,1,2,0.0
climbing_type,1,2,0.0
games:*,2,2,0.0
img_type,1,2,0.0
preservation,1,2,0.0
gvr:*,1,2,0.0
image_5,1,2,0.0
gold,1,2,0.0
pricerange,1,2,0.0
website_alt,1,2,0.0
manager:*,2,2,0.0
mobile_phones,1,2,0.0
depot:*,2,2,0.0
tapas,1,2,0.0
persons_fourth_domicile,1,2,0.0
country_code,1,2,0.0
skateboard:*,2,2,0.0
theme_park,1,2,0.0
burial,1,2,0.0
wallpaper,1,2,0.0
ref_board,1,2,0.0
trike:*,2,2,0.0
newspaper_tube:*,1,2,0.0
rce:*,1,2,0.0
listed_date,1,2,0.0
shuffleboard,1,2,0.0
trail,1,2,0.0
site_ownership,1,2,0.0
hoverboard:*,1,2,0.0
testcenter,1,2,0.0
composite,1,2,0.0
former_operator,1,2,0.0
building_materials:*,2,2,0.0
has_fish,1,2,0.0
draisine,1,2,0.0
sewing_machine,1,2,0.0
salzburg_wiki,1,2,0.0
sort_name,1,2,0.0
baby_bed,1,2,0.0
collections:*,2,2,0.0
tours:*,1,2,0.0
service_provider:*,1,2,0.0
political,1,2,0.0
telephone:*,1,2,0.0
site:*,1,2,0.0
shop_owner,1,2,0.0
payment_type:*,1,2,0.0
heading,1,2,0.0
wrestling,1,2,0.0
brush,1,2,0.0
clients,1,2,0.0
source_ref_1,1,2,0.0
pond,1,2,0.0
gender_neutral,1,2,0.0
phone_Extension,1,2,0.0
watsan_goal:*,1,2,0.0
touring:*,2,2,0.0
pickup_dropoff,1,2,0.0
skateboard_parking,1,2,0.0
sou,1,2,0.0
playstation,1,2,0.0
pickup_in_store,1,2,0.0
boat_rental:*,1,2,0.0
standup_paddleboard,1,2,0.0
service_2,1,2,0.0
castle:*,1,2,0.0
eco_friendly,1,2,0.0
shape:*,1,2,0.0
service_animals,1,2,0.0
tool:*,1,2,0.0
lgtbq:*,1,2,0.0
eik,1,2,0.0
social_room:*,2,2,0.0
soap:*,1,2,0.0
mechanical_pump_maintenance,1,2,0.0
drinking_tea,1,2,0.0
security_control,1,2,0.0
verifiedby,1,2,0.0
drive_through_atm,1,2,0.0
chimney,1,2,0.0
Cover_description,1,2,0.0
prix,1,2,0.0
Vue,1,2,0.0
9pin:*,2,2,0.0
airbnb,1,2,0.0
branch_number,1,2,0.0
year_of_death,1,2,0.0
disabled_space,1,2,0.0
inspection,1,2,0.0
end,1,2,0.0
kecamatan,1,2,0.0
godwarimuncipality,1,2,0.0
food_items,1,2,0.0
tent:*,2,2,0.0
fieldcheck:*,2,2,0.0
licencee,1,2,0.0
loc_ref:*,1,2,0.0
embussed_letters,1,2,0.0
referent,1,2,0.0
electric_socket:*,1,2,0.0
nursing,1,2,0.0
event_times,1,2,0.0
handicapped,1,2,0.0
recreational_vehicle,1,2,0.0
credit_card:*,1,2,0.0
power_source_others,1,2,0.0
streets,1,2,0.0
drugs,1,2,0.0
signialisation,1,2,0.0
num_buildings,1,2,0.0
flag_skip,1,2,0.0
hvg,1,2,0.0
mykey,1,2,0.0
barcode,1,2,0.0
center,1,2,0.0
foot_operated,1,2,0.0
drinking_water_legal,1,2,0.0
battery,1,2,0.0
spine_race:*,2,2,0.0
admission,1,2,0.0
lapidarium,1,2,0.0
drillmachine:*,1,2,0.0
therapist:*,2,2,0.0
neme:*,1,2,0.0
Upazila,1,2,0.0
parent_operator,1,2,0.0
lib_nature,1,2,0.0
equipped,1,2,0.0
grave_yard,1,2,0.0
touchandtravel,1,2,0.0
groups,1,2,0.0
larochelle_structure,1,2,0.0
milepost:*,2,2,0.0
est_length,1,2,0.0
gametype,1,2,0.0
cap,1,2,0.0
Estacionamiento,1,2,0.0
golf_cart:*,2,2,0.0
interior_design,1,2,0.0
sahana:*,2,2,0.0
LOCADD,1,2,0.0
confluence:*,2,2,0.0
foundry,1,2,0.0
discharge,1,2,0.0
qst_number,1,2,0.0
livestock:*,2,2,0.0
tiff2014,1,2,0.0
broadcasting,1,2,0.0
renovation,1,2,0.0
changing_places,1,2,0.0
folly,1,2,0.0
bat_protection,1,2,0.0
cider,1,2,0.0
coverage,1,2,0.0
sawmill,1,2,0.0
kick-scooter_rental,1,2,0.0
ascent,1,2,0.0
monitored:*,1,2,0.0
guided_tour:*,2,2,0.0
hermes,1,2,0.0
textile,1,2,0.0
memory_of,1,2,0.0
fuzzy,1,2,0.0
electric_charging_point,1,2,0.0
seesaw,1,2,0.0
epitaph,1,2,0.0
link:*,2,2,0.0
agricultural_machine:*,2,2,0.0
sightseeing:*,1,2,0.0
inscription_6,1,2,0.0
audioguide:*,2,2,0.0
monitoring_station,1,2,0.0
agricultural_engines,1,2,0.0
tracks,1,2,0.0
turret,1,2,0.0
commissioned,1,2,0.0
容納面積(室內),1,2,0.0
autocleaning,1,2,0.0
adoption,1,2,0.0
bonusplus,1,2,0.0
speciality_bread,1,2,0.0
guyed,1,2,0.0
copier:*,2,2,0.0
bomboniere,1,2,0.0
legislator:*,2,2,0.0
live_music:*,2,2,0.0
NaPTANAreaCode,1,2,0.0
unesco,1,2,0.0
Altitude,1,2,0.0
water_precautions,1,2,0.0
service_animal,1,2,0.0
sbc_id,1,2,0.0
sorority,1,2,0.0
coffeehouse,1,2,0.0
old_capacity,1,2,0.0
index,1,2,0.0
swimming_area,1,2,0.0
demeter,1,2,0.0
map_edition,1,2,0.0
mining,1,2,0.0
app,1,2,0.0
interzone:*,1,2,0.0
reproduction,1,2,0.0
basement,1,2,0.0
mythology,1,2,0.0
overnight_stay,1,2,0.0
approuve,1,2,0.0
accor_ticket,1,2,0.0
glamping,1,2,0.0
Second chance youth,1,2,0.0
precision:*,1,2,0.0
cultivation_method,1,2,0.0
comics,1,2,0.0
pointless_but_fun,1,2,0.0
source d'alimentation,1,2,0.0
sports_equipment,1,2,0.0
Gesamtschule,1,2,0.0
parent_ministry,1,2,0.0
letter_from,1,2,0.0
muuseum_id,1,2,0.0
off,1,2,0.0
playplace,1,2,0.0
aerospace,1,2,0.0
creative,1,2,0.0
thickness,1,2,0.0
postal_office:*,1,2,0.0
wicket,1,2,0.0
carriageway_ref,1,2,0.0
bakery:*,2,2,0.0
inepac:*,1,2,0.0
cargo_value,1,2,0.0
grappa,1,2,0.0
bonusplus:*,1,2,0.0
allowed_depth,1,2,0.0
operator1,1,2,0.0
ref_old,1,2,0.0
pacifier_tree,1,2,0.0
table_football,1,2,0.0
short,1,2,0.0
coat_hanger,1,2,0.0
outside_atm_capacity,1,2,0.0
bouncers,1,2,0.0
apartment:*,1,2,0.0
straw,1,2,0.0
special_needs,1,2,0.0
Responsable,1,2,0.0
mythological_figure,1,2,0.0
loading,1,2,0.0
glaskogen:*,1,2,0.0
image11,1,2,0.0
domain,1,2,0.0
second_hand:*,2,2,0.0
extra_charge:*,2,2,0.0
seat_type,1,2,0.0
loader:*,1,2,0.0
tpuk_ref,1,2,0.0
phone_wash,1,2,0.0
farm_boxes:*,1,2,0.0
baby_feeding:*,2,2,0.0
equipment:*,2,2,0.0
toaster,1,2,0.0
small_electrical_appliances,1,2,0.0
wakeboard:*,1,2,0.0
operator_mc,1,2,0.0
animal_feed,1,2,0.0
additional:*,1,2,0.0
board_game,1,2,0.0
menu_del_dia,1,2,0.0
growler,1,2,0.0
developer:*,1,2,0.0
well_type,1,2,0.0
switch:*,2,2,0.0
sa_división,1,2,0.0
gender_zoning,1,2,0.0
Temple,1,2,0.0
int,1,2,0.0
student_computers,1,2,0.0
bend,1,2,0.0
IBAN,1,2,0.0
tandem,1,2,0.0
named_after,1,2,0.0
arts_centre:*,2,2,0.0
bends,1,2,0.0
mailbox:*,1,2,0.0
watercraft,1,2,0.0
unset,1,2,0.0
hospice,1,2,0.0
alt_loc_name,1,2,0.0
missile,1,2,0.0
sound_system,1,2,0.0
funeral_directors:*,1,2,0.0
Census ID,1,2,0.0
bus_direction,1,2,0.0
code_name,1,2,0.0
dog_parking,1,2,0.0
cardlock,1,2,0.0
LATDIR,1,2,0.0
software_development,1,2,0.0
rubbish:*,1,2,0.0
whe,1,2,0.0
glasses,1,2,0.0
deconsecrated,1,2,0.0
winery:*,2,2,0.0
pool_side,1,2,0.0
building_date,1,2,0.0
ODS:*,1,2,0.0
animated:*,1,2,0.0
source_type_GIS_dataset,1,2,0.0
Main_patron_saint,1,2,0.0
Color,1,2,0.0
car,1,2,0.0
pxt:*,1,2,0.0
trainning,1,2,0.0
dropbox:*,1,2,0.0
filming,1,2,0.0
Bereich,1,2,0.0
source1,1,2,0.0
clean,1,2,0.0
destinations,1,2,0.0
boats:*,1,2,0.0
fish_counter,1,2,0.0
opening_hours-fix,1,2,0.0
chef:*,2,2,0.0
public_utility,1,2,0.0
variety_store,1,2,0.0
station_deux_roues,1,2,0.0
imagery_used:*,1,2,0.0
year_checked,1,2,0.0
deep,1,2,0.0
cutlery,1,2,0.0
washrooms,1,2,0.0
station:*,1,2,0.0
podologist,1,2,0.0
day_on,1,2,0.0
currency_exchange,1,2,0.0
outdoor_squat,1,2,0.0
psw,1,2,0.0
return_bin,1,2,0.0
sbc_parcel,1,2,0.0
accreditation,1,2,0.0
opengeodb:*,2,2,0.0
chocolatier,1,2,0.0
official_classification,1,2,0.0
wasan:*,1,2,0.0
slope,1,2,0.0
installation:*,1,2,0.0
thermal,1,2,0.0
old_route_ref,1,2,0.0
summer,1,2,0.0
fitting_room:*,2,2,0.0
ref_no,1,2,0.0
planted_by,1,2,0.0
pavilion,1,2,0.0
car_repair:*,2,2,0.0
Kamen,1,2,0.0
lake,1,2,0.0
is_on:*,2,2,0.0
postal_code:*,1,2,0.0
School_Management_Description,1,2,0.0
listing,1,2,0.0
ablution,1,2,0.0
LON_DMS,1,2,0.0
max_amount,1,2,0.0
storage:*,2,2,0.0
segway:*,1,2,0.0
boutique:*,2,2,0.0
bicycle_rental:*,1,2,0.0
opening hours:*,1,2,0.0
frame,1,2,0.0
ref_rcn,1,2,0.0
dosimeter,1,2,0.0
direction_southsouthwest,1,2,0.0
bottle_opener,1,2,0.0
ncat,1,2,0.0
days,1,2,0.0
rollerblade,1,2,0.0
bind,1,2,0.0
nces:*,1,2,0.0
contact_lenses,1,2,0.0
attended,1,2,0.0
boulangerie,1,2,0.0
university_of_chicago:*,2,2,0.0
damage_assessment_date,1,2,0.0
neighborhood,1,2,0.0
beach_access,1,2,0.0
harassement_prevention,1,2,0.0
9pin,1,2,0.0
ironing_service,1,2,0.0
patron:*,1,2,0.0
TV,1,2,0.0
monolithic,1,2,0.0
observation:*,2,2,0.0
disputed,1,2,0.0
dining,1,2,0.0
comment_2,1,2,0.0
illegal:*,2,2,0.0
library_dropoff:*,1,2,0.0
sink:*,1,2,0.0
bell_count,1,2,0.0
confectionery:*,2,2,0.0
waffle,1,2,0.0
covid19:*,1,2,0.0
naq,1,2,0.0
sea,1,2,0.0
made_by,1,2,0.0
REF,1,2,0.0
LAT_DMS,1,2,0.0
vinegar:*,2,2,0.0
helicopter:*,1,2,0.0
overlord,1,2,0.0
wrong_sign,1,2,0.0
service area,1,2,0.0
lvl,1,2,0.0
bell_type,1,2,0.0
alt_operator,1,2,0.0
electricity_operational_status,1,2,0.0
color:*,1,2,0.0
drug,1,2,0.0
loc_name_1,1,2,0.0
discovered,1,2,0.0
mini_roundabout:*,2,2,0.0
surcharge,1,2,0.0
noise,1,2,0.0
po_box,1,2,0.0
SUPSTRUC,1,2,0.0
traffic_island,1,2,0.0
pmgv:*,1,2,0.0
banquet_hall,1,2,0.0
landuse_2,1,2,0.0
osmid,1,2,0.0
oven:*,1,2,0.0
pick_up,1,2,0.0
filming:*,1,2,0.0
information_ref,1,2,0.0
airport,1,2,0.0
postcards,1,2,0.0
normal:*,1,2,0.0
flow_rate:*,1,2,0.0
palaeontological_site,1,2,0.0
operating_system,1,2,0.0
sales_area:*,2,2,0.0
visual_range,1,2,0.0
fictional_character,1,2,0.0
sbc_apn,1,2,0.0
course_1,1,2,0.0
map_brand,1,2,0.0
DFI,1,2,0.0
soap_dispenser:*,2,2,0.0
stay:*,1,2,0.0
route_map,1,2,0.0
permissive,1,2,0.0
customers_type,1,2,0.0
waste_collection,1,2,0.0
precios,1,2,0.0
allocation,1,2,0.0
serviced,1,2,0.0
fixme_2,1,2,0.0
under_construction,1,2,0.0
tower_house,1,2,0.0
docking_station,1,2,0.0
dedicated:*,1,2,0.0
settlement,1,2,0.0
name_office,1,2,0.0
dog_wash,1,2,0.0
atlas_obscura,1,2,0.0
GPS_Mission_Preparation,1,2,0.0
Second Chance Youth,1,2,0.0
autre_contact_person,1,2,0.0
supplier,1,2,0.0
vehicle_registration_intermediary,1,2,0.0
construction_equipment,1,2,0.0
wheels,1,2,0.0
dress:*,2,2,0.0
fires,1,2,0.0
ball_pool,1,2,0.0
ref_rrp,1,2,0.0
password,1,2,0.0
bank_transfer_machine,1,2,0.0
football,1,2,0.0
limit,1,2,0.0
merchandise,1,2,0.0
LONDIR,1,2,0.0
NEPA,1,2,0.0
travel,1,2,0.0
operation_hours,1,2,0.0
public_healthcare,1,2,0.0
coffee_shop,1,2,0.0
type2,1,2,0.0
rollator,1,2,0.0
family:*,2,2,0.0
photobooth:*,2,2,0.0
background_music:*,1,2,0.0
compartments,1,2,0.0
okato:*,2,2,0.0
start_time,1,2,0.0
hair_dryer,1,2,0.0
url3,1,2,0.0
underfloor,1,2,0.0
squad,1,2,0.0
existing,1,2,0.0
Owner,1,2,0.0
parcels,1,2,0.0
Sitio,1,2,0.0
gocart:*,1,2,0.0
snowshoes,1,2,0.0
arcade_game:*,1,2,0.0
sustainable,1,2,0.0
sleeping_allowed,1,2,0.0
assembly_ref,1,2,0.0
meadow,1,2,0.0
towel,1,2,0.0
birds,1,2,0.0
conflict:*,2,2,0.0
sheltered,1,2,0.0
old_leisure,1,2,0.0
leasing,1,2,0.0
ata_delete:*,2,2,0.0
pastries,1,2,0.0
B.P:*,1,2,0.0
emergencies,1,2,0.0
ministry:*,2,2,0.0
complete,1,2,0.0
collaborator:*,2,2,0.0
licensed_club,1,2,0.0
small_animal_drink,1,2,0.0
disposal:*,2,2,0.0
model_aerodrome:*,2,2,0.0
Recreation,1,2,0.0
life_ring,1,2,0.0
street_lamp,1,2,0.0
usd:*,1,2,0.0
CensusID,1,2,0.0
sortere:*,1,2,0.0
personne_de_support,1,2,0.0
po_id,1,2,0.0
pipeline:*,1,2,0.0
member_of:*,1,2,0.0
music_type:*,2,2,0.0
output:*,2,2,0.0
town,1,2,0.0
icn,1,2,0.0
creation,1,2,0.0
TIN,1,2,0.0
water_supply:*,2,2,0.0
bssid,1,2,0.0
sjorod,1,2,0.0
in_memory_of,1,2,0.0
sport_shuttle,1,2,0.0
virtual_tour,1,2,0.0
park_space,1,2,0.0
year_abandoned,1,2,0.0
food_cart,1,2,0.0
CATEGORY,1,2,0.0
archaeological_type,1,2,0.0
construction_equipment:*,1,2,0.0
turn:*,2,2,0.0
UNESCO ARM,1,2,0.0
chess_board,1,2,0.0
artwork_position,1,2,0.0
Kabupaten,1,2,0.0
carry_out,1,2,0.0
tutor,1,2,0.0
hanggliding:*,2,2,0.0
commit message,1,2,0.0
party:*,2,2,0.0
dustbin,1,2,0.0
towing,1,2,0.0
home_aid_service:*,2,2,0.0
watersport:*,1,2,0.0
marble,1,2,0.0
old_designation,1,2,0.0
craftsman,1,2,0.0
pastry:*,2,2,0.0
heat,1,2,0.0
network_1,1,2,0.0
LOCSTATE,1,2,0.0
brunch:*,1,2,0.0
flowerpot:*,2,2,0.0
via,1,2,0.0
KW,1,2,0.0
writer,1,2,0.0
beerbuddy:*,1,2,0.0
xxx:*,1,2,0.0
cottages,1,2,0.0
front_cooking,1,2,0.0
deposit:*,1,2,0.0
pontoon_rental,1,2,0.0
capacity_area_building_level_2,1,2,0.0
swimming_lanes:*,2,2,0.0
employees_non_medical,1,2,0.0
service_fee,1,2,0.0
propulsion:*,1,2,0.0
dish_washing:*,1,2,0.0
sur,1,2,0.0
location_code,1,2,0.0
swivel_grate,1,2,0.0
chocolate:*,1,2,0.0
combat_vehicle,1,2,0.0
geocaching,1,2,0.0
consecration_date,1,2,0.0
vehicles,1,2,0.0
web_shop,1,2,0.0
old_healthcare,1,2,0.0
Remark,1,2,0.0
atmosphere,1,2,0.0
couvert,1,2,0.0
rooster:*,1,2,0.0
nch4:*,1,2,0.0
has:*,1,2,0.0
produce_3,1,2,0.0
combat_vehicle:*,1,2,0.0
ownership:*,1,2,0.0
dffr:*,1,2,0.0
cosmetology,1,2,0.0
hands_drying,1,2,0.0
confession_times,1,2,0.0
soiree_a_theme,1,2,0.0
TYPE,1,2,0.0
bsb,1,2,0.0
bmx,1,2,0.0
frozen_food,1,2,0.0
nrhp,1,2,0.0
istituto principale,1,2,0.0
concerts,1,2,0.0
glass,1,2,0.0
gas:*,1,2,0.0
csp:*,1,2,0.0
timeo,1,2,0.0
board_parts,1,2,0.0
nombre_bar,1,2,0.0
comercio,1,2,0.0
mobile_service,1,2,0.0
overhead,1,2,0.0
buoy:*,1,2,0.0
carpet_washing:*,1,2,0.0
vmvt:*,1,2,0.0
model_railway,1,2,0.0
fix_me,1,2,0.0
números,1,2,0.0
represent_date,1,2,0.0
old2013:*,2,2,0.0
arrow,1,2,0.0
drink_water,1,2,0.0
plaque_type,1,2,0.0
minheight,1,2,0.0
zero_waste:*,1,2,0.0
children_menu,1,2,0.0
bollard:*,1,2,0.0
tactile_paving:*,2,2,0.0
collectplus,1,2,0.0
parachuting:*,2,2,0.0
ef_ref,1,2,0.0
sailing:*,2,2,0.0
fountain_type,1,2,0.0
Shape,1,2,0.0
opening_hours_survey_date,1,2,0.0
clan,1,2,0.0
noise:*,2,2,0.0
Humanitarian:*,1,2,0.0
reptile,1,2,0.0
tractor,1,2,0.0
standby_hours,1,2,0.0
masaf:*,1,2,0.0
ambulance_station,1,2,0.0
equestrian,1,2,0.0
devotion:*,2,2,0.0
mobility_scooter,1,2,0.0
smokingcabinet,1,2,0.0
rotating,1,2,0.0
FIXME2,1,2,0.0
CALLSIGN,1,2,0.0
indoor_camping,1,2,0.0
donations_accepted,1,2,0.0
scanner,1,2,0.0
rer,1,2,0.0
creel_limit,1,2,0.0
skittles,1,2,0.0
Payment Method,1,2,0.0
pest_control,1,2,0.0
else,1,2,0.0
restricted,1,2,0.0
alt_name1:*,2,2,0.0
last_survey,1,2,0.0
start_of_construction_date,1,2,0.0
etymology,1,2,0.0
vacant:*,1,2,0.0
LPU,1,2,0.0
doctor:*,2,2,0.0
tenant:*,2,2,0.0
QUARTIER,1,2,0.0
touchscreen,1,2,0.0
using,1,2,0.0
typhoon:*,2,2,0.0
geodesy:*,2,2,0.0
monumental,1,2,0.0
entrance_marker:*,2,2,0.0
alt_description,1,2,0.0
ink_refill,1,2,0.0
ISTAT,1,2,0.0
ekatte,1,2,0.0
check_in:*,2,2,0.0
veteran_owned,1,2,0.0
oyster_ticket_stop,1,2,0.0
Alamat,1,2,0.0
url1,1,2,0.0
flat,1,2,0.0
capacitor_bank,1,2,0.0
loitering,1,2,0.0
brand_3,1,2,0.0
custom_made,1,2,0.0
last_order,1,2,0.0
property,1,2,0.0
est_start_date,1,2,0.0
offices,1,2,0.0
bring_your_own,1,2,0.0
animal_trap:*,2,2,0.0
jar,1,2,0.0
SchoolID,1,2,0.0
point_type:*,2,2,0.0
tent_pad,1,2,0.0
health_specialty_1,1,2,0.0
Bebida,1,2,0.0
eircode,1,2,0.0
community_asset,1,2,0.0
Denkmalnummer,1,2,0.0
duplicate_of,1,2,0.0
social_club,1,2,0.0
forest,1,2,0.0
hose_connector,1,2,0.0
spacecraft_propulsion,1,2,0.0
neon,1,2,0.0
moveable,1,2,0.0
off_licence,1,2,0.0
unused,1,2,0.0
toy_library,1,2,0.0
slot_height,1,2,0.0
wikimapia,1,2,0.0
updated_by,1,2,0.0
medical_supply:*,1,2,0.0
union,1,2,0.0
employees,1,2,0.0
gamble,1,2,0.0
green_roof,1,2,0.0
hitchhiking,1,2,0.0
parkour,1,2,0.0
